region_id,region,county_name,NCESSCH,SCH_NAME,LEA_NAME,school_irn,Building Name,students_served,high_need,match_method,match_score
1.0,Group 1 - Columbus Core,Franklin,390438000693,Northtowne Elementary School,Columbus City Schools District,027813,,0.0,False,unmatched,52.63157894736843
1.0,Group 1 - Columbus Core,Franklin,390438000694,Oakland Park Alternative Elementary,Columbus City Schools District,028290,,0.0,False,unmatched,46.808510638297875
1.0,Group 1 - Columbus Core,Franklin,390438000696,Ohio Avenue Elementary School,Columbus City Schools District,028423,,0.0,False,unmatched,42.10526315789473
1.0,Group 1 - Columbus Core,Franklin,390438000697,Olde Orchard Alt Elementary School,Columbus City Schools District,028530,,0.0,False,unmatched,42.85714285714286
1.0,Group 1 - Columbus Core,Franklin,390438000698,Parkmoor Elementary School,Columbus City Schools District,029181,,0.0,False,unmatched,75.0
1.0,Group 1 - Columbus Core,Franklin,390438000703,Ridgeview Middle School,Columbus City Schools District,031740,,0.0,False,unmatched,44.44444444444444
1.0,Group 1 - Columbus Core,Franklin,390438000705,Salem Elementary School,Columbus City Schools District,033464,,0.0,False,unmatched,46.15384615384615
1.0,Group 1 - Columbus Core,Franklin,390438000707,Scottwood Elementary School,Columbus City Schools District,033894,,0.0,False,unmatched,47.05882352941176
1.0,Group 1 - Columbus Core,Franklin,390438000709,Shady Lane Elementary School,Columbus City Schools District,034082,,0.0,False,unmatched,45.45454545454546
1.0,Group 1 - Columbus Core,Franklin,390438000711,Sherwood Middle School,Columbus City Schools District,034439,,0.0,False,unmatched,58.82352941176471
1.0,Group 1 - Columbus Core,Franklin,390438000712,Siebert Elementary School,Columbus City Schools District,034587,,0.0,False,unmatched,36.36363636363637
1.0,Group 1 - Columbus Core,Franklin,390438000714,South High School,Columbus City Schools District,035063,South High School ,914.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438000715,South Mifflin STEM Academy (K-6),Columbus City Schools District,033258,,0.0,False,unmatched,58.62068965517242
1.0,Group 1 - Columbus Core,Franklin,390438000717,Southwood Elementary School,Columbus City Schools District,035279,,0.0,False,unmatched,71.42857142857143
1.0,Group 1 - Columbus Core,Franklin,390438000719,Stewart Alternative Elementary School,Columbus City Schools District,036053,,0.0,False,unmatched,42.553191489361694
1.0,Group 1 - Columbus Core,Franklin,390438000721,Sullivant Elementary School,Columbus City Schools District,036392,,0.0,False,unmatched,42.85714285714286
1.0,Group 1 - Columbus Core,Franklin,390438000723,Trevitt Elementary School,Columbus City Schools District,037499,,0.0,False,unmatched,37.5
1.0,Group 1 - Columbus Core,Franklin,390438000728,Walnut Ridge High School,Columbus City Schools District,039107,,0.0,False,unmatched,38.095238095238095
1.0,Group 1 - Columbus Core,Franklin,390438000731,Wedgewood Middle School,Columbus City Schools District,040162,Wedgewood Middle School,475.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438000732,Weinland Park Elementary School,Columbus City Schools District,040188,,0.0,False,unmatched,44.44444444444444
1.0,Group 1 - Columbus Core,Franklin,390438000733,West High School,Columbus City Schools District,040527,West High School,835.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438000734,West Broad Elementary School,Columbus City Schools District,038562,,0.0,False,unmatched,57.14285714285714
1.0,Group 1 - Columbus Core,Franklin,390438000735,West Mound Elementary School,Columbus City Schools District,038828,,0.0,False,unmatched,57.14285714285714
1.0,Group 1 - Columbus Core,Franklin,390438000736,Westgate Alternative Elementary School,Columbus City Schools District,040725,,0.0,False,unmatched,41.666666666666664
1.0,Group 1 - Columbus Core,Franklin,390438000737,Westmoor Middle School,Columbus City Schools District,040782,Westmoor Middle School,432.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438000738,Whetstone High School,Columbus City Schools District,040964,Whetstone High School,964.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438000740,Windsor STEM Academy (K-6),Columbus City Schools District,041749,,0.0,False,unmatched,53.84615384615385
1.0,Group 1 - Columbus Core,Franklin,390438000741,Winterset Elementary School,Columbus City Schools District,041822,,0.0,False,unmatched,61.53846153846154
1.0,Group 1 - Columbus Core,Franklin,390438000743,Woodward Park Middle School,Columbus City Schools District,042184,,0.0,False,unmatched,47.61904761904761
1.0,Group 1 - Columbus Core,Franklin,390438000744,Yorktown Middle School,Columbus City Schools District,042499,,0.0,False,unmatched,35.29411764705882
1.0,Group 1 - Columbus Core,Franklin,390438002560,Eastmoor Academy,Columbus City Schools District,138198,,0.0,False,unmatched,58.33333333333333
1.0,Group 1 - Columbus Core,Franklin,390438004236,Fort Hayes Arts and Academic HS,Columbus City Schools District,068239,Fort Hayes Arts and Academic HS,346.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438004238,Columbus Downtown High School,Columbus City Schools District,070102,,0.0,False,unmatched,64.86486486486487
1.0,Group 1 - Columbus Core,Franklin,390438004315,Eakin Elementary School,Columbus City Schools District,009233,Eakin Elementary School,244.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438004316,Forest Park Elementary School,Columbus City Schools District,011957,,0.0,False,unmatched,52.17391304347826
1.0,Group 1 - Columbus Core,Franklin,390438004318,Ecole Kenwood French Immersion,Columbus City Schools District,018879,,0.0,False,unmatched,40.0
1.0,Group 1 - Columbus Core,Franklin,390438004319,Oakmont  Elementary School,Columbus City Schools District,028316,,0.0,False,unmatched,50.0
1.0,Group 1 - Columbus Core,Franklin,390438004320,Gables Elementary School,Columbus City Schools District,068544,,0.0,False,unmatched,42.85714285714286
1.0,Group 1 - Columbus Core,Franklin,390438004430,Columbus Scioto 6-12,Columbus City Schools District,000513,Columbus Scioto 6-12,110.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438004431,Lindbergh Elementary School,Columbus City Schools District,021014,,0.0,False,unmatched,40.0
1.0,Group 1 - Columbus Core,Franklin,390438004432,Special Education Center,Columbus City Schools District,026542,,0.0,False,unmatched,44.827586206896555
1.0,Group 1 - Columbus Core,Franklin,390438004433,Valley Forge Elementary School,Columbus City Schools District,038091,,0.0,False,unmatched,40.0
1.0,Group 1 - Columbus Core,Franklin,390438004434,Liberty Elementary School,Columbus City Schools District,067751,Liberty High School,373.0,True,exact_unique_name,100
1.0,Group 1 - Columbus Core,Franklin,390438004520,Woodcrest Elementary School,Columbus City Schools District,041947,,0.0,False,unmatched,61.53846153846154
1.0,Group 1 - Columbus Core,Franklin,390438004524,Columbus Africentric Early College High School,Columbus City Schools District,142034,Columbus Africentric Early College Middle School,201.0,True,exact_unique_name,100
1.0,Group 1 - Columbus Core,Franklin,390438005270,Eastgate Elementary School,Columbus City Schools District,000435,,0.0,False,unmatched,50.0
1.0,Group 1 - Columbus Core,Franklin,390438005313,Parsons Elementary School,Columbus City Schools District,029355,,0.0,False,unmatched,40.0
1.0,Group 1 - Columbus Core,Franklin,390438005572,Columbus City Preparatory School for Boys,Columbus City Schools District,011997,,0.0,False,unmatched,51.85185185185186
1.0,Group 1 - Columbus Core,Franklin,390438005592,Columbus International High School,Columbus City Schools District,011995,,0.0,False,unmatched,57.14285714285714
1.0,Group 1 - Columbus Core,Franklin,390438005610,Columbus City Preparatory School for Girls,Columbus City Schools District,011996,,0.0,False,unmatched,47.27272727272728
1.0,Group 1 - Columbus Core,Franklin,390438005884,Northgate Intermediate,Columbus City Schools District,015723,,0.0,False,unmatched,45.28301886792453
1.0,Group 1 - Columbus Core,Franklin,390438005887,Linden Park Neighborhood Early Childhood Education Center,Columbus City Schools District,016038,,0.0,False,unmatched,37.362637362637365
1.0,Group 1 - Columbus Core,Franklin,390438005934,Early Childhood Education and Family Center,Columbus City Schools District,013903,,0.0,False,unmatched,44.15584415584416
1.0,Group 1 - Columbus Core,Franklin,390438005985,Columbus Africentric Early College Middle School,Columbus City Schools District,017308,Columbus Africentric Early College Middle School,201.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390438006201,World Language Middle School,Columbus City Schools District,019525,,0.0,False,unmatched,43.47826086956522
1.0,Group 1 - Columbus Core,Franklin,390438010826,Columbus Online Academy,Columbus City Schools District,020245,,0.0,False,unmatched,51.162790697674424
,,Ashtabula,390438100747,Conneaut High School,Conneaut Area City,007211,Conneaut High School,0.0,False,exact_irn,
,,Ashtabula,390438100750,Conneaut Middle School,Conneaut Area City,032813,Conneaut High School,0.0,False,exact_unique_name,100
,,Ashtabula,390438105273,Gateway Elementary School,Conneaut Area City,000388,,0.0,False,unmatched,26.66666666666667
,,Ashtabula,390438105274,Lakeshore Primary Elementary School,Conneaut Area City,000389,,0.0,False,unmatched,24.0
,,Coshocton,390438200754,Coshocton High School,Coshocton City,007427,,0.0,False,unmatched,
,,Coshocton,390438204152,Coshocton Elementary,Coshocton City,081810,,0.0,False,unmatched,
,,Summit,390438300761,Bolich Middle School,Cuyahoga Falls City School District,003103,Bolich Middle School,419.0,True,exact_irn,
,,Summit,390438300762,Cuyahoga Falls High School,Cuyahoga Falls City School District,007930,,0.0,False,unmatched,19.999999999999996
,,Summit,390438300763,Elizabeth Price Elementary School,Cuyahoga Falls City School District,010215,,0.0,False,unmatched,28.57142857142857
,,Summit,390438300764,Gordon Dewitt Elementary School,Cuyahoga Falls City School District,013839,,0.0,False,unmatched,10.526315789473683
,,Summit,390438300766,Lincoln Elementary School,Cuyahoga Falls City School District,020644,Lincoln Elementary School,0.0,False,exact_unique_name,100
,,Summit,390438300768,Preston Elementary School,Cuyahoga Falls City School District,030700,,0.0,False,unmatched,15.384615384615385
,,Summit,390438300769,Richardson Elementary School,Cuyahoga Falls City School District,031476,,0.0,False,unmatched,37.5
,,Summit,390438300770,Roberts Middle School,Cuyahoga Falls City School District,042762,,0.0,False,unmatched,15.384615384615385
,,Summit,390438300773,Silver Lake Elementary School,Cuyahoga Falls City School District,034603,,0.0,False,unmatched,23.529411764705888
,,Montgomery,390438400776,Belle Haven Elementary School,Dayton City,002196,,0.0,False,unmatched,44.44444444444444
,,Montgomery,390438400778,Belmont High School,Dayton City,002303,Belmont High School,100.0,True,exact_irn,
,,,390438400780,Louise Troy Elementary School,Dayton City,004952,,0.0,False,unmatched,35.71428571428571
,,Montgomery,390438400782,Thurgood Marshall High School,Dayton City,006841,Thurgood Marshall High School,100.0,True,exact_irn,
,,,390438400785,Dunbar Early College High School,Dayton City,008821,Dunbar Early College High School,100.0,True,exact_irn,
,,Greene,390438400786,Eastmont Elementary School,Dayton City,009647,,0.0,False,unmatched,66.66666666666667
,,Montgomery,390438400787,Edison Elementary School,Dayton City,010033,,0.0,False,unmatched,46.15384615384615
,,Montgomery,390438400789,Fairview Elementary School,Dayton City,011262,,0.0,False,unmatched,22.22222222222222
,,Montgomery,390438400791,River's Edge Montessori Elementary School,Dayton City,012112,,0.0,False,unmatched,41.860465116279066
,,Montgomery,390438400800,Westwood Elementary School,Dayton City,018119,,0.0,False,unmatched,40.0
,,Montgomery,390438400812,Valerie Elementary School,Dayton City,023978,,0.0,False,unmatched,35.29411764705882
,,Montgomery,390438400813,Meadowdale High School,Dayton City,023986,Meadowdale High School,100.0,True,exact_irn,
,,Montgomery,390438400815,Wright Brothers Middle School,Dayton City,028795,,0.0,False,unmatched,31.25
,,Montgomery,390438400823,David H. Ponitz Career Technology  Center,Dayton City,066795,,0.0,False,unmatched,33.89830508474576
,,Montgomery,390438400824,Stivers School For The Arts,Dayton City,036152,,0.0,False,unmatched,40.0
,,Montgomery,390438400826,Edwin Joel Brown Middle School,Dayton City,038257,,0.0,False,unmatched,38.888888888888886
,,Montgomery,390438400828,Kiser Elementary School,Dayton City,040121,,0.0,False,unmatched,18.181818181818176
,,,390438400832,Wogaman Middle School,Dayton City,041921,Wogaman Middle School,100.0,True,exact_irn,
,,Montgomery,390438402915,Roosevelt Elementary School,Dayton City,133603,Roosevelt Middle School,0.0,False,exact_unique_name,100
,,Montgomery,390438404294,Dayton Digital Academy,Dayton City,021394,,0.0,False,unmatched,57.14285714285714
,,Montgomery,390438404297,Horace Mann Elementary School,Dayton City,016840,,0.0,False,unmatched,55.55555555555556
,,Montgomery,390438404300,Kemp Elementary School,Dayton City,018671,,0.0,False,unmatched,36.36363636363637
,,Montgomery,390438405101,Charity Adams Earley Girls Academy,Dayton City,000884,,0.0,False,unmatched,48.14814814814815
,,Montgomery,390438405350,Cleveland Elementary School,Dayton City,006643,,0.0,False,unmatched,37.5
,,Montgomery,390438405480,Ruskin Elementary School,Dayton City,010811,,0.0,False,unmatched,17.391304347826086
,,Montgomery,390438405825,Rosa Parks Early Learning Center,Dayton City,015038,,0.0,False,unmatched,38.46153846153846
,,Montgomery,390438406037,Mound Street Academy,Dayton City,019266,Mound Street Academy,50.0,True,exact_irn,
,,Montgomery,390438410827,The International School,Dayton City,020246,,0.0,False,unmatched,44.44444444444444
,,Hamilton,390438500833,Amity Elementary School,Deer Park Community City,000653,,0.0,False,unmatched,9.999999999999998
,,Hamilton,390438500834,Deer Park  Jr/Sr High School,Deer Park Community City,008250,Deer Park  Jr/Sr High School,600.0,True,exact_irn,
,,Defiance,390438600840,Defiance Middle School,Defiance City,008292,Defiance Middle School,557.0,True,exact_irn,
,,Defiance,390438600841,Defiance High School,Defiance City,008300,Defiance Elementary School,1054.0,True,normalized_name,100.0
,,Defiance,390438605516,Defiance Elementary School,Defiance City,011430,Defiance Elementary School,1054.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Delaware,390438700724,Robert F Schultz Elementary School,Delaware City,122093,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Delaware,390438700844,David Smith Elementary School,Delaware City,008151,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Delaware,390438700845,Ervin Carlisle Elementary School,Delaware City,010686,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Delaware,390438700847,James Conger Elementary School,Delaware City,017822,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Delaware,390438700848,Laura Woodward Elementary School,Delaware City,042143,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Delaware,390438700850,Rutherford B Hayes High School,Delaware City,033084,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Delaware,390438704530,John C Dempsey Middle School,Delaware City,138065,,0.0,False,unmatched,
,,Van Wert,390438800851,Franklin Elementary School,Delphos City,012120,,0.0,False,unmatched,
,,Van Wert,390438800852,Jefferson High School,Delphos City,018184,,0.0,False,unmatched,
,,Van Wert,390438800853,Jefferson Middle School,Delphos City,064048,,0.0,False,unmatched,
,,Van Wert,390438806206,Delphos City Schools (Preschool),Delphos City,019590,,0.0,False,unmatched,
,,Tuscarawas,390438900855,Dover High School,Dover City,008722,,0.0,False,unmatched,
,,Tuscarawas,390438900856,Dover Avenue Elementary School,Dover City,008706,,0.0,False,unmatched,
,,Tuscarawas,390438900857,Dover Middle School,Dover City,071068,,0.0,False,unmatched,
,,Tuscarawas,390438900858,East Elementary School,Dover City,009274,East High School,100.0,True,exact_unique_name,100
,,Tuscarawas,390438900860,South Elementary School,Dover City,034934,South High School ,914.0,True,exact_unique_name,100
